INDICATOR_VALUE,TYPE,COMMENT,ROLE,ATTACK_PHASE,OBSERVED_DATE,HANDLING,DESCRIPTION
mission-covid19[.]com,FQDN,,DOMAIN WATCHLIST,,,TLP:WHITE ,
testkitscovid-19[.]com,FQDN,,DOMAIN WATCHLIST,,,TLP:WHITE ,
whatcoronavirusdoes[.]com,FQDN,,DOMAIN WATCHLIST,,,TLP:WHITE ,
smallbusinesscovid19loan[.]com,FQDN,,DOMAIN WATCHLIST,,,TLP:WHITE ,
spreadcovid19[.]com,FQDN,,DOMAIN WATCHLIST,,,TLP:WHITE ,
todahcovid19[.]com,FQDN,,DOMAIN WATCHLIST,,,TLP:WHITE ,
todoscontraocoronavirus[.]com,FQDN,,DOMAIN WATCHLIST,,,TLP:WHITE ,
tncovid19lawyer[.]com,FQDN,,DOMAIN WATCHLIST,,,TLP:WHITE ,
timeout-covid19[.]com,FQDN,,DOMAIN WATCHLIST,,,TLP:WHITE ,
mycovid19testresults[.]com,FQDN,,DOMAIN WATCHLIST,,,TLP:WHITE ,
lanzarotecovid[.]com,FQDN,,DOMAIN WATCHLIST,,,TLP:WHITE ,
pledgecoronavirus[.]com,FQDN,,DOMAIN WATCHLIST,,,TLP:WHITE ,
todahcoronavirus[.]com,FQDN,,DOMAIN WATCHLIST,,,TLP:WHITE ,
mytestcovid19[.]com,FQDN,,DOMAIN WATCHLIST,,,TLP:WHITE ,
soforthilfe-coronavirus[.]com,FQDN,,DOMAIN WATCHLIST,,,TLP:WHITE ,
pledgecovid19[.]com,FQDN,,DOMAIN WATCHLIST,,,TLP:WHITE ,
testmeforcovid[.]com,FQDN,,DOMAIN WATCHLIST,,,TLP:WHITE ,
neighborhoodsafecovid[.]com,FQDN,,DOMAIN WATCHLIST,,,TLP:WHITE ,
covid19resource[.]center,FQDN,,DOMAIN WATCHLIST,,,TLP:WHITE ,
mlivecovid[.]com,FQDN,,DOMAIN WATCHLIST,,,TLP:WHITE ,
covid-19network[.]org,FQDN,,DOMAIN WATCHLIST,,,TLP:WHITE ,
testcoronaviruses[.]com,FQDN,,DOMAIN WATCHLIST,,,TLP:WHITE ,
testcovid19yourself[.]com,FQDN,,DOMAIN WATCHLIST,,,TLP:WHITE ,
murfreesborocoronavirus[.]com,FQDN,,DOMAIN WATCHLIST,,,TLP:WHITE ,
covid19hype[.]org,FQDN,,DOMAIN WATCHLIST,,,TLP:WHITE ,
covid-19italia[.]org,FQDN,,DOMAIN WATCHLIST,,,TLP:WHITE ,
thoushaltnotcovid[.]com,FQDN,,DOMAIN WATCHLIST,,,TLP:WHITE ,
socialimpactcovid19[.]com,FQDN,,DOMAIN WATCHLIST,,,TLP:WHITE ,
covid19resistance[.]org,FQDN,,DOMAIN WATCHLIST,,,TLP:WHITE ,
mentalhealthcovid19[.]com,FQDN,,DOMAIN WATCHLIST,,,TLP:WHITE ,
warcoronavirus[.]com,FQDN,,DOMAIN WATCHLIST,,,TLP:WHITE ,
jararandascovid[.]com,FQDN,,DOMAIN WATCHLIST,,,TLP:WHITE ,
mycovid19case[.]com,FQDN,,DOMAIN WATCHLIST,,,TLP:WHITE ,
my-covid19experience[.]com,FQDN,,DOMAIN WATCHLIST,,,TLP:WHITE ,
mycovid19journal[.]com,FQDN,,DOMAIN WATCHLIST,,,TLP:WHITE ,
mentalhealthcoronavirus[.]com,FQDN,,DOMAIN WATCHLIST,,,TLP:WHITE ,
waystopreventcoronavirus[.]com,FQDN,,DOMAIN WATCHLIST,,,TLP:WHITE ,
handheldcovid19test[.]com,FQDN,,DOMAIN WATCHLIST,,,TLP:WHITE ,
supportcoranavirus[.]com,FQDN,,DOMAIN WATCHLIST,,,TLP:WHITE ,
hackingcovid[.]com,FQDN,,DOMAIN WATCHLIST,,,TLP:WHITE ,
hackingcovid19[.]com,FQDN,,DOMAIN WATCHLIST,,,TLP:WHITE ,
my-covid19experiences[.]com,FQDN,,DOMAIN WATCHLIST,,,TLP:WHITE ,
mycovid19experiences[.]com,FQDN,,DOMAIN WATCHLIST,,,TLP:WHITE ,
mycovid19experience[.]com,FQDN,,DOMAIN WATCHLIST,,,TLP:WHITE ,
virtualcovid19[.]com,FQDN,,DOMAIN WATCHLIST,,,TLP:WHITE ,
mycoronavirusjourney[.]com,FQDN,,DOMAIN WATCHLIST,,,TLP:WHITE ,
movementtodefeatcovid19[.]com,FQDN,,DOMAIN WATCHLIST,,,TLP:WHITE ,
mycoronaviruskits[.]com,FQDN,,DOMAIN WATCHLIST,,,TLP:WHITE ,
vircovid19[.]com,FQDN,,DOMAIN WATCHLIST,,,TLP:WHITE ,
moniteaucovid19[.]com,FQDN,,DOMAIN WATCHLIST,,,TLP:WHITE ,
ousortir-covid19[.]com,FQDN,,DOMAIN WATCHLIST,,,TLP:WHITE ,
coronavirus-news24[.]com,FQDN,,DOMAIN WATCHLIST,,,TLP:WHITE ,
outbreakofcovid-19[.]com,FQDN,,DOMAIN WATCHLIST,,,TLP:WHITE ,
it4coronavirus[.]com,FQDN,,DOMAIN WATCHLIST,,,TLP:WHITE ,
melcovid19checker[.]com,FQDN,,DOMAIN WATCHLIST,,,TLP:WHITE ,
mumbaicovid19[.]com,FQDN,,DOMAIN WATCHLIST,,,TLP:WHITE ,
test-coronavirus-france[.]com,FQDN,,DOMAIN WATCHLIST,,,TLP:WHITE ,
mycovid19tester[.]com,FQDN,,DOMAIN WATCHLIST,,,TLP:WHITE ,
petcovid19test[.]com,FQDN,,DOMAIN WATCHLIST,,,TLP:WHITE ,
wecountcovid19[.]com,FQDN,,DOMAIN WATCHLIST,,,TLP:WHITE ,
monitorcovid19[.]com,FQDN,,DOMAIN WATCHLIST,,,TLP:WHITE ,
microcovid19[.]com,FQDN,,DOMAIN WATCHLIST,,,TLP:WHITE ,
design2fightcovid19[.]org,FQDN,,DOMAIN WATCHLIST,,,TLP:WHITE ,
all-united-vs-covid19[.]org,FQDN,,DOMAIN WATCHLIST,,,TLP:WHITE ,
mgcovid19[.]com,FQDN,,DOMAIN WATCHLIST,,,TLP:WHITE ,
ithinkihavecovid[.]com,FQDN,,DOMAIN WATCHLIST,,,TLP:WHITE ,
instantcovid19hometest[.]com,FQDN,,DOMAIN WATCHLIST,,,TLP:WHITE ,
instantcoronavirushometest[.]com,FQDN,,DOMAIN WATCHLIST,,,TLP:WHITE ,
isurvivedcovid19nyc[.]com,FQDN,,DOMAIN WATCHLIST,,,TLP:WHITE ,
coronavirusnewsradio[.]com,FQDN,,DOMAIN WATCHLIST,,,TLP:WHITE ,
isurvivedcovid-19nyc[.]com,FQDN,,DOMAIN WATCHLIST,,,TLP:WHITE ,
globalcoronavirussurvey[.]com,FQDN,,DOMAIN WATCHLIST,,,TLP:WHITE ,
isurvivedcoronavirusoutbreak[.]com,FQDN,,DOMAIN WATCHLIST,,,TLP:WHITE ,
coronavirusliveupdateg[.]com,FQDN,,DOMAIN WATCHLIST,,,TLP:WHITE ,
coronavirusncnoco[.]com,FQDN,,DOMAIN WATCHLIST,,,TLP:WHITE ,
coronavirusmemorials[.]com,FQDN,,DOMAIN WATCHLIST,,,TLP:WHITE ,
coronavirusmistake[.]com,FQDN,,DOMAIN WATCHLIST,,,TLP:WHITE ,
coronavirusneighborhood[.]com,FQDN,,DOMAIN WATCHLIST,,,TLP:WHITE ,
coronavirusmedicalmarketing[.]com,FQDN,,DOMAIN WATCHLIST,,,TLP:WHITE ,
coronavirusloanservices[.]com,FQDN,,DOMAIN WATCHLIST,,,TLP:WHITE ,
coronaviruslegalreport[.]com,FQDN,,DOMAIN WATCHLIST,,,TLP:WHITE ,
coronavirusmartincounty[.]com,FQDN,,DOMAIN WATCHLIST,,,TLP:WHITE ,
coronaviruslegalclaim[.]com,FQDN,,DOMAIN WATCHLIST,,,TLP:WHITE ,
coronavirusmasksupplies[.]com,FQDN,,DOMAIN WATCHLIST,,,TLP:WHITE ,
coronaviruslawyerdirectory[.]com,FQDN,,DOMAIN WATCHLIST,,,TLP:WHITE ,
stopcoronavirus-19[.]com,FQDN,,DOMAIN WATCHLIST,,,TLP:WHITE ,
coronaviruslaborlawyer[.]com,FQDN,,DOMAIN WATCHLIST,,,TLP:WHITE ,
iscoronavirusahoax[.]com,FQDN,,DOMAIN WATCHLIST,,,TLP:WHITE ,
coronavirusjourney[.]com,FQDN,,DOMAIN WATCHLIST,,,TLP:WHITE ,
standagainstcovid-19[.]com,FQDN,,DOMAIN WATCHLIST,,,TLP:WHITE ,
coronaviruslegalresources[.]com,FQDN,,DOMAIN WATCHLIST,,,TLP:WHITE ,
coronaviruslaborlaw[.]com,FQDN,,DOMAIN WATCHLIST,,,TLP:WHITE ,
our-covid19experiences[.]com,FQDN,,DOMAIN WATCHLIST,,,TLP:WHITE ,
mobilecoronavirustest[.]com,FQDN,,DOMAIN WATCHLIST,,,TLP:WHITE ,
ourcovid19experiences[.]com,FQDN,,DOMAIN WATCHLIST,,,TLP:WHITE ,
ourcovid19experience[.]com,FQDN,,DOMAIN WATCHLIST,,,TLP:WHITE ,
globalcoronavirussolutions[.]com,FQDN,,DOMAIN WATCHLIST,,,TLP:WHITE ,
f-covid-19[.]com,FQDN,,DOMAIN WATCHLIST,,,TLP:WHITE ,
stopcoronavirusshop[.]com,FQDN,,DOMAIN WATCHLIST,,,TLP:WHITE ,
outshinecoronavirus[.]com,FQDN,,DOMAIN WATCHLIST,,,TLP:WHITE ,
opensourcecovid19[.]com,FQDN,,DOMAIN WATCHLIST,,,TLP:WHITE ,
iscovid19over[.]com,FQDN,,DOMAIN WATCHLIST,,,TLP:WHITE ,
mapacovid19[.]com,FQDN,,DOMAIN WATCHLIST,,,TLP:WHITE ,
kit-test-covid19[.]com,FQDN,,DOMAIN WATCHLIST,,,TLP:WHITE ,
standagainstcovid19[.]com,FQDN,,DOMAIN WATCHLIST,,,TLP:WHITE ,
ourstoriesofcovid[.]com,FQDN,,DOMAIN WATCHLIST,,,TLP:WHITE ,
stopcoronavirusfestival[.]com,FQDN,,DOMAIN WATCHLIST,,,TLP:WHITE ,
mividadurantelapandemicadelcovid-19[.]com,FQDN,,DOMAIN WATCHLIST,,,TLP:WHITE ,
standagainstcovid[.]com,FQDN,,DOMAIN WATCHLIST,,,TLP:WHITE ,
mcovid[.]com,FQDN,,DOMAIN WATCHLIST,,,TLP:WHITE ,
officialcovid19testkit[.]com,FQDN,,DOMAIN WATCHLIST,,,TLP:WHITE ,
nyccoronaviruslawyers[.]com,FQDN,,DOMAIN WATCHLIST,,,TLP:WHITE ,
nyccovid-19[.]com,FQDN,,DOMAIN WATCHLIST,,,TLP:WHITE ,
nycoronaviruslawyers[.]com,FQDN,,DOMAIN WATCHLIST,,,TLP:WHITE ,
make4covid[.]com,FQDN,,DOMAIN WATCHLIST,,,TLP:WHITE ,
coronavirusjobtrends[.]com,FQDN,,DOMAIN WATCHLIST,,,TLP:WHITE ,
f-covid19[.]com,FQDN,,DOMAIN WATCHLIST,,,TLP:WHITE ,
trackcovid19cures[.]com,FQDN,,DOMAIN WATCHLIST,,,TLP:WHITE ,
staffingforcovid19[.]com,FQDN,,DOMAIN WATCHLIST,,,TLP:WHITE ,
staffingresponceforcovid19[.]com,FQDN,,DOMAIN WATCHLIST,,,TLP:WHITE ,
coronavirusinfectionlawsuits[.]com,FQDN,,DOMAIN WATCHLIST,,,TLP:WHITE ,
coronavirusinfonetwork[.]com,FQDN,,DOMAIN WATCHLIST,,,TLP:WHITE ,
sterilizingcovid19[.]com,FQDN,,DOMAIN WATCHLIST,,,TLP:WHITE ,
nursesandcovid-19[.]com,FQDN,,DOMAIN WATCHLIST,,,TLP:WHITE ,
coronavirusinspections[.]com,FQDN,,DOMAIN WATCHLIST,,,TLP:WHITE ,
staffordva-covid-19[.]com,FQDN,,DOMAIN WATCHLIST,,,TLP:WHITE ,
coronavirusstatsonline[.]com,FQDN,,DOMAIN WATCHLIST,,,TLP:WHITE ,
coronavirusiceland[.]com,FQDN,,DOMAIN WATCHLIST,,,TLP:WHITE ,
no2covid[.]com,FQDN,,DOMAIN WATCHLIST,,,TLP:WHITE ,
coronavirussurvior[.]com,FQDN,,DOMAIN WATCHLIST,,,TLP:WHITE ,
coronavirusinfectionawyer[.]com,FQDN,,DOMAIN WATCHLIST,,,TLP:WHITE ,
coronavirusinnigeria[.]com,FQDN,,DOMAIN WATCHLIST,,,TLP:WHITE ,
coronavirusimtellingyoushitisreal[.]com,FQDN,,DOMAIN WATCHLIST,,,TLP:WHITE ,
killcovid19withkindness[.]com,FQDN,,DOMAIN WATCHLIST,,,TLP:WHITE ,
mapacovid[.]com,FQDN,,DOMAIN WATCHLIST,,,TLP:WHITE ,
coronavirushukuku[.]com,FQDN,,DOMAIN WATCHLIST,,,TLP:WHITE ,
nycchristiancoronavirus[.]com,FQDN,,DOMAIN WATCHLIST,,,TLP:WHITE ,
coronavirusjobsuk[.]com,FQDN,,DOMAIN WATCHLIST,,,TLP:WHITE ,
coronavirusinquiry[.]com,FQDN,,DOMAIN WATCHLIST,,,TLP:WHITE ,
officialcoronavirustestkit[.]com,FQDN,,DOMAIN WATCHLIST,,,TLP:WHITE ,
coronavirusinsurancecoverage[.]com,FQDN,,DOMAIN WATCHLIST,,,TLP:WHITE ,
materialcoronavirus[.]com,FQDN,,DOMAIN WATCHLIST,,,TLP:WHITE ,
coronavirusifinland[.]com,FQDN,,DOMAIN WATCHLIST,,,TLP:WHITE ,
coronavirushelpstream[.]com,FQDN,,DOMAIN WATCHLIST,,,TLP:WHITE ,
pcr-covid19[.]com,FQDN,,DOMAIN WATCHLIST,,,TLP:WHITE ,
pcrcovid19[.]com,FQDN,,DOMAIN WATCHLIST,,,TLP:WHITE ,
pallicovid[.]com,FQDN,,DOMAIN WATCHLIST,,,TLP:WHITE ,
pandemicofcoronavirus[.]com,FQDN,,DOMAIN WATCHLIST,,,TLP:WHITE ,
lifeduringcovid[.]com,FQDN,,DOMAIN WATCHLIST,,,TLP:WHITE ,
pandemicofcovid19[.]com,FQDN,,DOMAIN WATCHLIST,,,TLP:WHITE ,
noblecoronavirus[.]com,FQDN,,DOMAIN WATCHLIST,,,TLP:WHITE ,
nocovid19shop[.]com,FQDN,,DOMAIN WATCHLIST,,,TLP:WHITE ,
normalityforcovid-19[.]com,FQDN,,DOMAIN WATCHLIST,,,TLP:WHITE ,
coronavirus-help-center[.]com,FQDN,,DOMAIN WATCHLIST,,,TLP:WHITE ,
oncovid[.]com,FQDN,,DOMAIN WATCHLIST,,,TLP:WHITE ,
okccovid19help[.]com,FQDN,,DOMAIN WATCHLIST,,,TLP:WHITE ,
njcovid19info[.]com,FQDN,,DOMAIN WATCHLIST,,,TLP:WHITE ,
letsdefeatcovid19[.]com,FQDN,,DOMAIN WATCHLIST,,,TLP:WHITE ,
notmycovid-19[.]com,FQDN,,DOMAIN WATCHLIST,,,TLP:WHITE ,
newcovid19testkits[.]com,FQDN,,DOMAIN WATCHLIST,,,TLP:WHITE ,
newcovid19testkit[.]com,FQDN,,DOMAIN WATCHLIST,,,TLP:WHITE ,
coronavirushiring[.]com,FQDN,,DOMAIN WATCHLIST,,,TLP:WHITE ,
notmycovid19[.]com,FQDN,,DOMAIN WATCHLIST,,,TLP:WHITE ,
novelcoronavirussupply[.]com,FQDN,,DOMAIN WATCHLIST,,,TLP:WHITE ,
notmycovid[.]com,FQDN,,DOMAIN WATCHLIST,,,TLP:WHITE ,
coronavirusfundraising[.]com,FQDN,,DOMAIN WATCHLIST,,,TLP:WHITE ,
reportingcovid19[.]com,FQDN,,DOMAIN WATCHLIST,,,TLP:WHITE ,
coronavirus-home-test[.]com,FQDN,,DOMAIN WATCHLIST,,,TLP:WHITE ,
coronavirusgeo[.]com,FQDN,,DOMAIN WATCHLIST,,,TLP:WHITE ,
noticiasdelcoronavirus[.]com,FQDN,,DOMAIN WATCHLIST,,,TLP:WHITE ,
coronavirushealingherbs[.]com,FQDN,,DOMAIN WATCHLIST,,,TLP:WHITE ,
rid-covid[.]com,FQDN,,DOMAIN WATCHLIST,,,TLP:WHITE ,
coronavirus-gift[.]com,FQDN,,DOMAIN WATCHLIST,,,TLP:WHITE ,
recoveredcovid19[.]com,FQDN,,DOMAIN WATCHLIST,,,TLP:WHITE ,
marylandccprojectcovid19[.]com,FQDN,,DOMAIN WATCHLIST,,,TLP:WHITE ,
nationalcovid19fast[.]com,FQDN,,DOMAIN WATCHLIST,,,TLP:WHITE ,
newyorkcovid19lawyer[.]com,FQDN,,DOMAIN WATCHLIST,,,TLP:WHITE ,
newyorkcoronaviruslawsuit[.]com,FQDN,,DOMAIN WATCHLIST,,,TLP:WHITE ,
kickingcovid[.]com,FQDN,,DOMAIN WATCHLIST,,,TLP:WHITE ,
info4covid[.]com,FQDN,,DOMAIN WATCHLIST,,,TLP:WHITE ,
newyorkcovid19attorney[.]com,FQDN,,DOMAIN WATCHLIST,,,TLP:WHITE ,
kisiselcovid19testi[.]com,FQDN,,DOMAIN WATCHLIST,,,TLP:WHITE ,
i-juanacovid19update[.]com,FQDN,,DOMAIN WATCHLIST,,,TLP:WHITE ,
kitchenhelpcovid19[.]com,FQDN,,DOMAIN WATCHLIST,,,TLP:WHITE ,
idefeatedcovid19[.]com,FQDN,,DOMAIN WATCHLIST,,,TLP:WHITE ,
coronavirusfullface[.]com,FQDN,,DOMAIN WATCHLIST,,,TLP:WHITE ,
idefeatedcoronavirus[.]com,FQDN,,DOMAIN WATCHLIST,,,TLP:WHITE ,
imstrongerthancovid19[.]com,FQDN,,DOMAIN WATCHLIST,,,TLP:WHITE ,
coronavirusfastcheckkit[.]com,FQDN,,DOMAIN WATCHLIST,,,TLP:WHITE ,
newyorkcitycoronavirusattorneys[.]com,FQDN,,DOMAIN WATCHLIST,,,TLP:WHITE ,
newyorkcoronavirusattorney[.]com,FQDN,,DOMAIN WATCHLIST,,,TLP:WHITE ,
maricopacountycovid-19[.]com,FQDN,,DOMAIN WATCHLIST,,,TLP:WHITE ,
newyorkcoronavirusattorneys[.]com,FQDN,,DOMAIN WATCHLIST,,,TLP:WHITE ,
newyorkcitycoronaviruslawyers[.]com,FQDN,,DOMAIN WATCHLIST,,,TLP:WHITE ,
coronavirusflowers[.]com,FQDN,,DOMAIN WATCHLIST,,,TLP:WHITE ,
nashvillecovid19officecleaningservices[.]com,FQDN,,DOMAIN WATCHLIST,,,TLP:WHITE ,
coronavirusfomo[.]com,FQDN,,DOMAIN WATCHLIST,,,TLP:WHITE ,
coronavirusfrontpage[.]com,FQDN,,DOMAIN WATCHLIST,,,TLP:WHITE ,
coronaviruscyrus[.]com,FQDN,,DOMAIN WATCHLIST,,,TLP:WHITE ,
marylandcovid-19[.]com,FQDN,,DOMAIN WATCHLIST,,,TLP:WHITE ,
coronavirusfactsonline[.]com,FQDN,,DOMAIN WATCHLIST,,,TLP:WHITE ,
onceuponacoronavirus[.]com,FQDN,,DOMAIN WATCHLIST,,,TLP:WHITE ,
redcovid19mx[.]com,FQDN,,DOMAIN WATCHLIST,,,TLP:WHITE ,
post-covid-19[.]com,FQDN,,DOMAIN WATCHLIST,,,TLP:WHITE ,
post-corona-virus[.]com,FQDN,,DOMAIN WATCHLIST,,,TLP:WHITE ,
nigeriacovid19[.]com,FQDN,,DOMAIN WATCHLIST,,,TLP:WHITE ,
coronavirus-healthcare[.]com,FQDN,,DOMAIN WATCHLIST,,,TLP:WHITE ,
okccoronavirushelp[.]com,FQDN,,DOMAIN WATCHLIST,,,TLP:WHITE ,
coronavirusgrantsservices[.]com,FQDN,,DOMAIN WATCHLIST,,,TLP:WHITE ,
newcoronavirusvaccine[.]com,FQDN,,DOMAIN WATCHLIST,,,TLP:WHITE ,
maricopacountycovid19[.]com,FQDN,,DOMAIN WATCHLIST,,,TLP:WHITE ,
novelcoronavirusfight[.]com,FQDN,,DOMAIN WATCHLIST,,,TLP:WHITE ,
mask-ffp2-covid19[.]com,FQDN,,DOMAIN WATCHLIST,,,TLP:WHITE ,
researchcovid[.]com,FQDN,,DOMAIN WATCHLIST,,,TLP:WHITE ,
coronavirusstpete[.]com,FQDN,,DOMAIN WATCHLIST,,,TLP:WHITE ,
keepcalmcovid19[.]com,FQDN,,DOMAIN WATCHLIST,,,TLP:WHITE ,
coronavirusstpetersburg[.]com,FQDN,,DOMAIN WATCHLIST,,,TLP:WHITE ,
coronavirussms[.]com,FQDN,,DOMAIN WATCHLIST,,,TLP:WHITE ,
n95maskcovid-19[.]com,FQDN,,DOMAIN WATCHLIST,,,TLP:WHITE ,
coronavirussmallbusinessattorney[.]com,FQDN,,DOMAIN WATCHLIST,,,TLP:WHITE ,
n95forcovid19[.]com,FQDN,,DOMAIN WATCHLIST,,,TLP:WHITE ,
n95covid-19[.]com,FQDN,,DOMAIN WATCHLIST,,,TLP:WHITE ,
coronavirussmallbizloan[.]com,FQDN,,DOMAIN WATCHLIST,,,TLP:WHITE ,
coronavirusrutherfordcounty[.]com,FQDN,,DOMAIN WATCHLIST,,,TLP:WHITE ,
coronavirussingapore[.]com,FQDN,,DOMAIN WATCHLIST,,,TLP:WHITE ,
coronavirusreportonline[.]com,FQDN,,DOMAIN WATCHLIST,,,TLP:WHITE ,
coronavirusrevealed[.]com,FQDN,,DOMAIN WATCHLIST,,,TLP:WHITE ,
coronavirusremotejobs[.]com,FQDN,,DOMAIN WATCHLIST,,,TLP:WHITE ,
coronavirusrelieffunding[.]com,FQDN,,DOMAIN WATCHLIST,,,TLP:WHITE ,
coronavirus-releif[.]com,FQDN,,DOMAIN WATCHLIST,,,TLP:WHITE ,
coronavirus-resources[.]com,FQDN,,DOMAIN WATCHLIST,,,TLP:WHITE ,
coronavirusquery[.]com,FQDN,,DOMAIN WATCHLIST,,,TLP:WHITE ,
coronavirusreliefbayarea[.]com,FQDN,,DOMAIN WATCHLIST,,,TLP:WHITE ,
coronaviruspublicadjuster[.]com,FQDN,,DOMAIN WATCHLIST,,,TLP:WHITE ,
coronavirusparasites[.]com,FQDN,,DOMAIN WATCHLIST,,,TLP:WHITE ,
coronavirussupershop[.]com,FQDN,,DOMAIN WATCHLIST,,,TLP:WHITE ,
coronaviruspreventionguide[.]com,FQDN,,DOMAIN WATCHLIST,,,TLP:WHITE ,
coronavirus-pcr[.]com,FQDN,,DOMAIN WATCHLIST,,,TLP:WHITE ,
coronaviruspandemicbook[.]com,FQDN,,DOMAIN WATCHLIST,,,TLP:WHITE ,
coronaviruspandemicptsd[.]com,FQDN,,DOMAIN WATCHLIST,,,TLP:WHITE ,
coronavirusonlinecounselling[.]com,FQDN,,DOMAIN WATCHLIST,,,TLP:WHITE ,
coronaviruspalmcity[.]com,FQDN,,DOMAIN WATCHLIST,,,TLP:WHITE ,
loveinthetimeof-coronavirus[.]com,FQDN,,DOMAIN WATCHLIST,,,TLP:WHITE ,
coronavirus-newsupdate[.]com,FQDN,,DOMAIN WATCHLIST,,,TLP:WHITE ,
coronavirusnoco[.]com,FQDN,,DOMAIN WATCHLIST,,,TLP:WHITE ,
coronavirusnormality[.]com,FQDN,,DOMAIN WATCHLIST,,,TLP:WHITE ,
jacarandascovid[.]com,FQDN,,DOMAIN WATCHLIST,,,TLP:WHITE ,
coronavirusobituaries[.]com,FQDN,,DOMAIN WATCHLIST,,,TLP:WHITE ,
iownedcovid[.]com,FQDN,,DOMAIN WATCHLIST,,,TLP:WHITE ,
coronavirusocd[.]com,FQDN,,DOMAIN WATCHLIST,,,TLP:WHITE ,
ivccurescoronavirus[.]com,FQDN,,DOMAIN WATCHLIST,,,TLP:WHITE ,
coronavirusneighbors[.]com,FQDN,,DOMAIN WATCHLIST,,,TLP:WHITE ,
hometestkitscovid19[.]com,FQDN,,DOMAIN WATCHLIST,,,TLP:WHITE ,
iowncovid[.]com,FQDN,,DOMAIN WATCHLIST,,,TLP:WHITE ,
iownedcovid19[.]com,FQDN,,DOMAIN WATCHLIST,,,TLP:WHITE ,
imadeitthrucovid[.]com,FQDN,,DOMAIN WATCHLIST,,,TLP:WHITE ,
iowncovid19[.]com,FQDN,,DOMAIN WATCHLIST,,,TLP:WHITE ,
livingthroughcoronavirus[.]com,FQDN,,DOMAIN WATCHLIST,,,TLP:WHITE ,
hizlicovid19testi[.]com,FQDN,,DOMAIN WATCHLIST,,,TLP:WHITE ,
intellicovid[.]com,FQDN,,DOMAIN WATCHLIST,,,TLP:WHITE ,
livecovid19tv[.]com,FQDN,,DOMAIN WATCHLIST,,,TLP:WHITE ,
helpcovid19survivors[.]com,FQDN,,DOMAIN WATCHLIST,,,TLP:WHITE ,
jointhefightagainstcovid-19[.]com,FQDN,,DOMAIN WATCHLIST,,,TLP:WHITE ,
helpaftercoronavirus[.]com,FQDN,,DOMAIN WATCHLIST,,,TLP:WHITE ,
coronavirus-rd[.]com,FQDN,,DOMAIN WATCHLIST,,,TLP:WHITE ,
herbalcovid19remedy[.]com,FQDN,,DOMAIN WATCHLIST,,,TLP:WHITE ,
corona-virus-pandemie[.]com,FQDN,,DOMAIN WATCHLIST,,,TLP:WHITE ,
jaapgoudsmitaboutcoronavirus[.]com,FQDN,,DOMAIN WATCHLIST,,,TLP:WHITE ,
coronavirusprotectmenow[.]com,FQDN,,DOMAIN WATCHLIST,,,TLP:WHITE ,
loveintheageofcoronaviruses[.]com,FQDN,,DOMAIN WATCHLIST,,,TLP:WHITE ,
heroescovid19[.]com,FQDN,,DOMAIN WATCHLIST,,,TLP:WHITE ,
ifightcovid[.]com,FQDN,,DOMAIN WATCHLIST,,,TLP:WHITE ,
intercovid[.]com,FQDN,,DOMAIN WATCHLIST,,,TLP:WHITE ,
juntoscontraelcovid[.]com,FQDN,,DOMAIN WATCHLIST,,,TLP:WHITE ,
iowacovid[.]com,FQDN,,DOMAIN WATCHLIST,,,TLP:WHITE ,
thecovid19busters[.]com,FQDN,,DOMAIN WATCHLIST,,,TLP:WHITE ,
thecovid19kit[.]com,FQDN,,DOMAIN WATCHLIST,,,TLP:WHITE ,
thecoronavirusanxiety[.]com,FQDN,,DOMAIN WATCHLIST,,,TLP:WHITE ,
thecoronavirustimes[.]com,FQDN,,DOMAIN WATCHLIST,,,TLP:WHITE ,
skcovid[.]com,FQDN,,DOMAIN WATCHLIST,,,TLP:WHITE ,
sfcoronavirusrelief[.]com,FQDN,,DOMAIN WATCHLIST,,,TLP:WHITE ,
thecoronavirusexperts[.]com,FQDN,,DOMAIN WATCHLIST,,,TLP:WHITE ,
covid19-products2020[.]com,FQDN,,DOMAIN WATCHLIST,,,TLP:WHITE ,
covid19protectivemask[.]com,FQDN,,DOMAIN WATCHLIST,,,TLP:WHITE ,
covid19preventioncommercialcleaningnashville[.]com,FQDN,,DOMAIN WATCHLIST,,,TLP:WHITE ,
covid19pros[.]com,FQDN,,DOMAIN WATCHLIST,,,TLP:WHITE ,
covid19preventionjanitorialservicesnashvilletn[.]com,FQDN,,DOMAIN WATCHLIST,,,TLP:WHITE ,
covid19quarantine2020[.]com,FQDN,,DOMAIN WATCHLIST,,,TLP:WHITE ,
covid19-positivenormality[.]com,FQDN,,DOMAIN WATCHLIST,,,TLP:WHITE ,
covid19preventionjanitorialnashville[.]com,FQDN,,DOMAIN WATCHLIST,,,TLP:WHITE ,
covid19publicadjuster[.]com,FQDN,,DOMAIN WATCHLIST,,,TLP:WHITE ,
covid19-medic[.]com,FQDN,,DOMAIN WATCHLIST,,,TLP:WHITE ,
covid-19ppes[.]com,FQDN,,DOMAIN WATCHLIST,,,TLP:WHITE ,
covid-19prevent[.]com,FQDN,,DOMAIN WATCHLIST,,,TLP:WHITE ,
thecoronabeervirus[.]com,FQDN,,DOMAIN WATCHLIST,,,TLP:WHITE ,
covid19preventioncleaningservives[.]com,FQDN,,DOMAIN WATCHLIST,,,TLP:WHITE ,
